"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Jauan Jennings","MIN","WR","14860","robust",NA,NA,NA,NA,NA,NA,0,0,0.375,0,0,0,0.75,0,0,NA,0,NA,46,7.56126,547,37.065,5,1.4826,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-07-10,NA,NA,NA,NA
"Malachi Fields","NYG","WR","17511","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,37.5,36.3237,447,428.4714,3,2.9652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-08-26,NA,NA,NA,NA
"Jalen Tolbert","MIA","WR","15788","robust",NA,NA,NA,NA,NA,NA,0,0,4.25,4.2007,0.225,0.22239,0.4,0,0,NA,0,NA,36.95,2.66868,445,25.9455,2.15,0.88956,364,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-02-27,NA,NA,NA,NA
"Omar Cooper Jr.","NYJ","WR","17502","robust",NA,NA,NA,NA,NA,NA,2.125,0.37065,12,7.413,0,0,1.2,0,0,NA,0,NA,44.85,19.2738,492,216.4596,3.5,1.4826,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-12-14,NA,NA,NA,NA
"Ja'Kobi Lane","BAL","WR","17517","robust",NA,NA,NA,NA,NA,NA,1,1.4826,2.125,0,0,0,0.5,0,0,NA,0,NA,26,16.3086,381,305.4156,2.5,2.9652,238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-08-05,NA,NA,NA,NA
"Adonai Mitchell","NYJ","WR","16626","robust",NA,NA,NA,NA,NA,NA,1.5,0.4942,5.25,5.9304,0,0,0.3,0,0,NA,0,NA,40.5,5.78214,560,133.434,4,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-10-08,NA,NA,NA,NA
"Denzel Boston","CLE","WR","17500","robust",NA,NA,NA,NA,NA,NA,0.666666666666667,0.9884,4.75,7.04235,0,0,0.65,0,0,NA,0,NA,44,11.8608,555,123.0558,2.5,1.4826,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-12-06,NA,NA,NA,NA
"Cooper Kupp","SEA","WR","13164","robust",NA,NA,NA,NA,NA,NA,0.666666666666667,0.4942,4.75,2.59455,0,0,1,0,0,NA,0,NA,43.7,7.413,533.5,88.956,3,0.29652,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1993-06-15,NA,NA,NA,NA
"Devaughn Vele","NO","WR","16788","robust",NA,NA,NA,NA,NA,NA,0,0,-0.0375,0,0,0,0.25,0,0,NA,0,NA,35,9.04386,435.5,103.782,2.75,0.7413,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1997-12-12,NA,NA,NA,NA
"Antonio Williams","WAS","WR","17512","robust",NA,NA,NA,NA,NA,NA,2.25,1.11195,11,10.3782,0,0,1,0,0,NA,0,NA,43.5,5.1891,568,75.6126,3,0,284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-07-14,NA,NA,NA,NA
"Jayden Higgins","HOU","WR","17083","robust",NA,NA,NA,NA,NA,NA,0,0,0.375,0,0,0,0.15,0,0,NA,0,NA,50,5.9304,620,45.9606,4.5,1.4826,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-12-15,NA,NA,NA,NA
"Jahan Dotson","ATL","WR","15755","robust",NA,NA,NA,NA,NA,NA,1,0.7413,4.25,3.7065,0,0,0,0,0,NA,0,NA,27.525,8.1543,335.75,84.5082,2,1.18608,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-03-22,NA,NA,NA,NA
"Zachariah Branch","ATL","WR","17507","robust",NA,NA,NA,NA,NA,NA,2.5,1.85325,6.5,6.4246,0,0,0,0,0,NA,0,NA,30.3,25.05594,346.75,320.2416,1.75,1.4826,284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-03-29,NA,NA,NA,NA
"Darnell Mooney","NYG","WR","14974","robust",NA,NA,NA,NA,NA,NA,0.75,1.11195,2.5,0,0,0,0,0,0,NA,0,NA,34.95,10.3782,485,183.8424,2,1.4826,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-10-29,NA,NA,NA,NA
"Tre Tucker","LVR","WR","16287","robust",NA,NA,NA,NA,NA,NA,9,2.9652,46.5,14.826,0,0,0,0,0,NA,0,NA,49,4.4478,622,48.9258,3.5,0.14826,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-03-08,NA,NA,NA,NA
"Malik Washington","MIA","WR","16684","robust",NA,NA,NA,NA,NA,NA,11,2.9652,64.5,14.826,0.55,0.14826,0.9,0,0,NA,0,NA,47.7,7.413,493.5,157.1556,3,0,462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-10-20,NA,NA,NA,NA
"Christian Kirk","SF","WR","13633","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,39.25,18.5325,455.75,226.8378,2.7,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-11-18,"Q","Calf",2026,0
"Germie Bernard","PIT","WR","17503","robust",NA,NA,NA,NA,NA,NA,2,0,9.5,13.3434,0,0,0.5,0,0,NA,0,NA,43,5.9304,523,105.2646,3,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-12-02,NA,NA,NA,NA
"Darius Slayton","NYG","WR","14122","robust",NA,NA,NA,NA,NA,NA,1,0.7413,6,5.1891,0,0,0.8,0.14826,0,NA,0,NA,37.75,7.413,520,150.4839,2.45,0.7413,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-01-12,NA,NA,NA,NA
"Jalen McMillan","TB","WR","16628","robust",NA,NA,NA,NA,NA,NA,4,1.4826,25,5.9304,0,0,0.15,0,0,NA,0,NA,46,1.4826,589,50.4084,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-12-07,"Q","Knee",2026,0
"John Metchie","CAR","WR","15759","robust",NA,NA,NA,NA,NA,NA,2.2875,1.0563525,-3.05,1.40847,0,0,0,0,NA,NA,NA,NA,41.4,34.98936,377.5,358.0479,3.05,4.37367,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-07-18,NA,NA,NA,NA
"Rashod Bateman","BAL","WR","15293","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,38,4.4478,560.75,42.9954,4.825,0.81543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-11-29,NA,NA,NA,NA
"Caleb Douglas","MIA","WR","17599","robust",NA,NA,NA,NA,NA,NA,0.666666666666667,0.9884,3.75,5.55975,0,0,0.5,0,0,NA,0,NA,35,8.8956,433,124.5384,2,1.4826,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-09-09,NA,NA,NA,NA
"Tutu Atwell","MIA","WR","15301","robust",NA,NA,NA,NA,NA,NA,2.25,1.7297,13,10.3782,0,0,0,0,0,NA,0,NA,22.25,2.89107,310,81.543,1.25,1.4826,151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-07,NA,NA,NA,NA
"Brandon Aiyuk","SF","WR","14840","robust",NA,NA,NA,NA,NA,NA,0,0,3.25,0,0,0,0,0,0,NA,0,NA,26.3,18.38424,346.75,364.7196,1.475,0.14826,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,"Knee - ACL + MCL",2026,0
"Tre Harris","LAC","WR","17072","robust",NA,NA,NA,NA,NA,NA,1.5,1.11195,6,4.942,0,0,0.2,0,0,NA,0,NA,39.95,8.74734,483.5,85.2495,2.075,0.0741300000000001,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-02-28,NA,NA,NA,NA
"Troy Franklin","DEN","WR","16619","robust",NA,NA,NA,NA,NA,NA,2,1.4826,11,2.9652,0,0,0.85,0.111195,0,NA,0,NA,35.925,19.05141,390.75,182.3598,2.675,0.66717,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-02-06,NA,NA,NA,NA
"Tyquan Thornton","KC","WR","15787","robust",NA,NA,NA,NA,NA,NA,0,0,1,0.9884,0,0,0,0,0,NA,0,NA,25.225,3.63237,435.5,78.5778,3.225,0.22239,180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-08-07,NA,NA,NA,NA
"Elic Ayomanor","TEN","WR","17073","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,26.5,5.33736,331.5,177.912,3,2.9652,114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-06-03,NA,NA,NA,NA
"Ashton Dulin","IND","WR","14315","robust",NA,NA,NA,NA,NA,NA,3.5,1.9768,23.75,19.2738,0,0,0,0,0,NA,0,NA,27.175,2.29803,371,96.369,1.25,0.7413,333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-15,NA,NA,NA,NA
"Marquise Brown","PHI","WR","14105","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,21.775,5.70801,272.75,80.8017,1.9,0.7413,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-06-04,NA,NA,NA,NA
"Calvin Austin III","NYG","WR","15777","robust",NA,NA,NA,NA,NA,NA,0.333333333333333,0.4942,0.75,0,0,0,0,0,0,NA,0,NA,24,17.7912,310.5,235.7334,1.95,1.4826,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-03-24,NA,NA,NA,NA
"Chris Bell","MIA","WR","17506","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,38,5.9304,491,62.2692,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-06-07,"O","Knee - ACL",2026,0
"Travis Hunter","JAC","WR","17074","robust",NA,NA,NA,NA,NA,NA,2,1.4826,9.25,8.1543,0,0,0,0,0,NA,0,NA,40.85,5.93040000000001,456.75,77.8365,2.75,1.70499,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-05-18,NA,NA,NA,NA
"Bub Means","NO","WR","16751","robust",NA,NA,NA,NA,NA,NA,0.5,0.7413,3,4.4478,0,0,0.5,0.7413,NA,NA,NA,NA,23.2,21.94248,306.5,313.5699,1.75,1.85325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-01-10,NA,NA,NA,NA
"Brenen Thompson","LAC","WR","17529","robust",NA,NA,NA,NA,NA,NA,3.51604278074866,0.047570053475936,21.5,1.4826,0,0,0.4,0,0,NA,0,NA,21.5,12.6021,244.75,74.13,1.25,1.4826,145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-07-25,NA,NA,NA,NA
"Keon Coleman","BUF","WR","16617","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.6,0,0,NA,0,NA,27.825,8.22843,306.5,30.3933,2.725,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-05-17,NA,NA,NA,NA
"Isaac TeSlaa","DET","WR","17157","robust",NA,NA,NA,NA,NA,NA,0,0,0.375,0,0,0,0,0,0,NA,0,NA,27,4.4478,385,123.0558,4.3,1.03782,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-02-20,NA,NA,NA,NA
"Tory Horton","SEA","WR","17098","robust",NA,NA,NA,NA,NA,NA,0.5,0.37065,11.5,9.884,0,0,0.5,0.37065,0,NA,0,NA,21,8.52495,285.5,94.8864,2.225,0.22239,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-11-29,NA,NA,NA,NA
"Xavier Legette","CAR","WR","16639","robust",NA,NA,NA,NA,NA,NA,1.75,0.9884,6,8.1543,0,0,0.2,0,0,NA,0,NA,39.95,3.7065,434.5,49.6671,3,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-01-29,"Q","Neck",2026,0
"Jack Bech","LVR","WR","17078","robust",NA,NA,NA,NA,NA,NA,0,0,0.75,0.7413,0,0,0,0,0,NA,0,NA,34.25,6.6717,389,80.0604,1.5,1.4826,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-12-18,NA,NA,NA,NA
"Pat Bryant","DEN","WR","17082","robust",NA,NA,NA,NA,NA,NA,0,0,0.75,0.7413,0,0,0,0,0,NA,0,NA,32.65,3.85476,403.25,73.3887,2,0.51891,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-12-10,NA,NA,NA,NA
"Ted Hurst","TB","WR","17520","robust",NA,NA,NA,NA,NA,NA,1,NA,8,7.413,0,0,0.5,0.7413,0,NA,0,NA,24.25,10.3782,306.75,212.0118,1.75,1.4826,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-07-02,NA,NA,NA,NA
"Ryan Flournoy","DAL","WR","16778","robust",NA,NA,NA,NA,NA,NA,1,1.4826,11.75,16.3086,0,0,0,0,0,NA,0,NA,36.45,2.9652,424.5,48.9258,3.775,0.148259999999999,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-10-27,NA,NA,NA,NA
"Mack Hollins","NE","WR","13289","robust",NA,NA,NA,NA,NA,NA,0,0,2.5,3.7065,0,0,0,0,0,NA,0,NA,22.6,16.3086,287.5,214.977,1.05,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1993-09-16,NA,NA,NA,NA
"Andrei Iosivas","CIN","WR","16207","robust",NA,NA,NA,NA,NA,NA,1.875,0.37065,8.5,1.4826,0,0,0,0,0,NA,0,NA,32.5,4.4478,426.5,29.652,3,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-10-15,NA,NA,NA,NA
"Josh Palmer","BUF","WR","15319","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,23.525,7.48713,298,92.6625,1,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-09-22,NA,NA,NA,NA
"Demarcus Robinson","SF","WR","12785","robust",NA,NA,NA,NA,NA,NA,1.2,0.29652,6,1.4826,0,0,0,0,NA,NA,NA,NA,26.2,8.59908,365.5,141.5883,1.95,1.55673,234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-09-21,NA,NA,NA,NA
"Chimere Dike","TEN","WR","17171","robust",NA,NA,NA,NA,NA,NA,8.625,1.4826,20.5,20.7564,0,0,0.5,0,0,NA,0,NA,29,6.96822,280.5,50.4084,2.9,2.81694,1311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-12-14,NA,NA,NA,NA
"Dontayvion Wicks","PHI","WR","16195","robust",NA,NA,NA,NA,NA,NA,0.5,0.37065,1.25,1.2355,0,0,0,0,0,NA,0,NA,27.25,2.9652,334.75,89.6973,2,0.7413,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-06-16,NA,NA,NA,NA
"Jahdae Walker","CHI","WR","17353","robust",NA,NA,NA,NA,NA,NA,0.5,0.7413,1.75,0,0,0,0,0,0,NA,0,NA,13.725,9.04386,175.25,97.8516,2.05,0.14826,465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-07-05,NA,NA,NA,NA
"Cedric Tillman","CLE","WR","16191","robust",NA,NA,NA,NA,NA,NA,0,0,8.5,14.0847,0,0,0,0,NA,NA,NA,NA,25.3,11.41602,312.5,151.9665,2.45,2.29803,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-04-19,NA,NA,NA,NA
"Olamide Zaccheaus","ATL","WR","14592","robust",NA,NA,NA,NA,NA,NA,1.5,1.11195,10.75,6.4246,0,0,0,0,0,NA,0,NA,27.425,11.1195,278.75,169.0164,1.7,0.88956,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-07-23,NA,NA,NA,NA
"Xavier Hutchinson","HOU","WR","16201","robust",NA,NA,NA,NA,NA,NA,1.5,0.4942,13,6.6717,0,0,0,0,0,NA,0,NA,24.275,10.3782,288.75,117.1254,1.95,0.7413,184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-06-01,NA,NA,NA,NA
"Treylon Burks","WAS","WR","15752","robust",NA,NA,NA,NA,NA,NA,0,0,1,1.4826,0,0,0.2,0,0,NA,0,NA,15.825,5.48562,215.5,57.8214,1.125,0.7413,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-03-23,NA,NA,NA,NA
"Dyami Brown","WAS","WR","15292","robust",NA,NA,NA,NA,NA,NA,0,0,6.5,9.6369,0,0,0,0,0,NA,0,NA,24.6,1.4826,309.5,22.239,1.75,1.4826,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-11-01,NA,NA,NA,NA
"Marvin Mims","DEN","WR","16189","robust",NA,NA,NA,NA,NA,NA,10.5777777777778,3.82181333333333,59.5,21.4977,0.4,0.59304,0,0,NA,NA,NA,NA,31.8,11.56428,326.5,80.8017,1.4,0.88956,430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-03-19,NA,NA,NA,NA
"Luke McCaffrey","WAS","WR","16635","robust",NA,NA,NA,NA,NA,NA,0,0,1,1.4826,0,0,0.15,0.22239,0,NA,0,NA,20.5,2.9652,290.75,127.5036,2.2,1.33434,499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-04-02,NA,NA,NA,NA
"Nick Westbrook-Ikhine","IND","WR","15109","robust",NA,NA,NA,NA,NA,NA,0,0,1,1.4826,0,0,0,0,0,NA,0,NA,19.95,7.413,242.25,142.3296,1.5,0,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-03-21,NA,NA,NA,NA
"KaVontae Turpin","DAL","WR","15981","robust",NA,NA,NA,NA,NA,NA,16.2465211891208,1.50323074003795,93.5,10.3782,0,0,0.4,0,0,NA,0,NA,20.9,2.52042,293.75,88.956,1.775,0,1251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1996-08-02,NA,NA,NA,NA
"Jaylin Noel","HOU","WR","17080","robust",NA,NA,NA,NA,NA,NA,2,2.9652,9,10.3782,0,0,0,0,0,NA,0,NA,25.625,0,290.5,32.6172,1.875,1.4826,461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-09-04,"O","Finger",2026,0
"Demario Douglas","NE","WR","16342","robust",NA,NA,NA,NA,NA,NA,2,2.9652,11.25,13.3434,0,0,0,0,0,NA,0,NA,21.45,2.07564,277.75,38.5476,1.75,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-12-08,NA,NA,NA,NA
"Kendrick Bourne","ARI","WR","13418","robust",NA,NA,NA,NA,NA,NA,0,0,1.5,2.2239,0.15,0.22239,0,0,0,NA,0,NA,23.05,0,288,5.9304,1,1.4826,185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-08-04,NA,NA,NA,NA
"Kalif Raymond","CHI","WR","13066","robust",NA,NA,NA,NA,NA,NA,2.5,3.7065,14.75,16.3086,0,0,0,0,0,NA,0,NA,21.4,1.4826,238.75,65.2344,1.125,0.7413,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-08-08,NA,NA,NA,NA
"Elijah Sarratt","BAL","WR","17505","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,10.55,14.01057,151,213.4944,1,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-05-28,NA,NA,NA,NA
"Jaylin Lane","WAS","WR","17184","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,15.1,11.71254,176.5,151.9665,1,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-01,NA,NA,NA,NA
"Isaiah Bond","CLE","WR","17076","robust",NA,NA,NA,NA,NA,NA,2,2.9652,18,0,0,0,0,0,0,NA,0,NA,14.9,5.48562,219.75,56.3388,0.75,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-03-15,NA,NA,NA,NA
"Devontez Walker","BAL","WR","16621","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,13.1,2.37216,197,11.8608,2.075,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-06-19,NA,NA,NA,NA
"Savion Williams","GB","WR","17096","robust",NA,NA,NA,NA,NA,NA,4.5,6.6717,24.75,31.1346,0,0,0.2,0,0,NA,0,NA,16.45,2.07564,184.5,14.826,1.35,0.29652,396,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-11-22,NA,NA,NA,NA
"Roman Wilson","PIT","WR","16629","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,9.9,14.67774,127,188.2902,0.65,0.96369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-06-19,NA,NA,NA,NA
"Xavier Smith","LAR","WR","16428","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,10.15,9.11799,144.5,149.0013,0,0,112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1997-09-21,NA,NA,NA,NA
"Dont'e Thornton","LVR","WR","17087","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,13.5,0,175.75,41.5128,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-11-30,NA,NA,NA,NA
"Tyrell Shavers","BUF","WR","16451","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,7.7,5.48562,130.5,116.3841,0.7,1.03782,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-08-18,"O","Knee - ACL",2026,0
"Skyler Bell","BUF","WR","17508","robust",NA,NA,NA,NA,NA,NA,NA,NA,-0.9,0,0,0,0,0,NA,NA,NA,NA,11,5.9304,124,120.0906,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-07-05,NA,NA,NA,NA
"Cyrus Allen","KC","WR","17518","robust",NA,NA,NA,NA,NA,NA,1.2,NA,8,2.9652,0,0,0,0,0,NA,0,NA,10.325,5.9304,120,100.8168,0.25,0,524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-02-11,"Q","Lower Leg",2026,0
"Jordan Whittington","LAR","WR","16633","robust",NA,NA,NA,NA,NA,NA,1,1.4826,5.5,7.413,0,0,0,0,0,NA,0,NA,16.1,1.18608,183.75,2.9652,0.75,0,447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-10-01,NA,NA,NA,NA
"Tez Johnson","TB","WR","17079","robust",NA,NA,NA,NA,NA,NA,2,2.9652,18,4.4478,0,0,0,0,0,NA,0,NA,12.575,6.37518,134.5,72.6474,1.425,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-18,"Q","Groin",2026,0
"Isaiah Williams","NYJ","WR","16630","robust",NA,NA,NA,NA,NA,NA,2.53846153846154,0.798323076923077,16.5,5.1891,0,0,0,0,NA,NA,NA,NA,12.75,12.97275,109,108.2298,0.3,0.44478,825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-01-29,NA,NA,NA,NA
"Jalen Royals","KC","WR","17086","robust",NA,NA,NA,NA,NA,NA,0,0,2.5,3.7065,0,0,0,0,0,NA,0,NA,12.65,1.03782,116.5,41.5128,0.75,0,251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-02-18,NA,NA,NA,NA
"Konata Mumpfield","LAR","WR","17254","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0.7413,0,0,0,0,0,NA,0,NA,10.5,4.4478,118.5,72.6474,0.75,0,184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-10-24,NA,NA,NA,NA
"Kyle Williams","NE","WR","17134","robust",NA,NA,NA,NA,NA,NA,1.88181818181818,3.14041636363636,10.35,17.27229,0,0,0,0,NA,NA,NA,NA,7.1,1.63086,127.5,54.1149,1.7,1.03782,344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-11-13,NA,NA,NA,NA
"Zavion Thomas","CHI","WR","17521","robust",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,10.1,2.81694,110.5,64.4931,0.5,0.7413,403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-02-14,NA,NA,NA,NA
"Greg Dortch","DET","WR","14108","robust",NA,NA,NA,NA,NA,NA,2.5,3.7065,11,14.826,0.15,0,0,0,0,NA,0,NA,9.975,7.413,91.5,68.1996,0.3,0,294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1998-05-29,NA,NA,NA,NA
"KeAndre Lambert-Smith","LAC","WR","17205","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,9.025,2.9652,103.75,20.7564,0.8,0,505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-10-16,NA,NA,NA,NA
"Ben Skowronek","PIT","WR","15491","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,6.45,2.14977,86.5,52.6323,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1997-06-27,NA,NA,NA,NA
"Mitchell Tinsley","CIN","WR","16403","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,6.825,1.4826,88.5,2.9652,0.8,0.29652,217,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-09-15,NA,NA,NA,NA
"Jimmy Horn","CAR","WR","17234","robust",NA,NA,NA,NA,NA,NA,5.43243243243243,0.841475675675676,33.5,5.1891,0,0,0,0,NA,NA,NA,NA,9.65,3.92889,88.5,17.0499,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-09-12,NA,NA,NA,NA
"Bo Melton","GB","WR","15785","robust",NA,NA,NA,NA,NA,NA,5.23076923076923,1.82473846153846,34,11.8608,0,0,0.5,0,NA,NA,NA,NA,6.45,5.11497,64.5,39.2889,0,0,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-18,NA,NA,NA,NA
