"Row","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"624","Devonte Wyatt","GB","DL","15819","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,5.04084,NA,NA,0,0,1,0,0,0,1998-03-31,2022,NA,NA,NA,NA
"625","Kenny Clark","GB","DL","12739","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,0.444780000000001,NA,NA,0,0,2.05,1.55673,0,0,1995-10-04,2016,NA,NA,NA,NA
"626","Chris Jones","KC","DL","12741","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,0.7413,NA,NA,0,0,2.35,2.44629,0,0,1970-01-01,2016,NA,NA,NA,NA
"627","Javon Hargrave","MIN","DL","12764","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,8.00604,NA,NA,0,0,1.2,1.18608,0,0,1993-02-07,2016,NA,NA,NA,NA
"628","Lukas Van Ness","GB","DL","16230","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.59304,NA,NA,0,0,0.8,0.29652,0,0,2001-07-06,2023,NA,NA,NA,NA
"629","Milton Williams","NE","DL","15391","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.25,1.85325,NA,NA,0,0,1.15,0.22239,0,0,1999-04-06,2021,NA,NA,NA,NA
"630","Maliek Collins","CLE","DL","12754","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,0.815430000000001,NA,NA,0,0,0.75,0.37065,0,0,1995-04-08,2016,NA,NA,NA,NA
"631","Derek Barnett","HOU","DL","13201","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,3.33585,NA,NA,0,0,1.25,1.11195,1.7,0,1996-06-25,2017,"O","Undisclosed",2025,0
"632","Ed Oliver","BUF","DL","14158","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,0.889559999999999,NA,NA,0.45,0.66717,1.6,0.59304,0,0,1970-01-01,2019,NA,NA,NA,NA
"633","Dalvin Tomlinson","ARI","DL","13260","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,5.33736,NA,NA,0,0,0.5,0.7413,0,0,1994-01-01,2017,NA,NA,NA,NA
"634","Dallas Turner","MIN","DL","16650","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.65,4.96671,NA,NA,0.45,0.66717,1.25,0.37065,0,0,2003-02-02,2024,NA,NA,NA,NA
"635","Tyree Wilson","LVR","DL","16226","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,3.11346,NA,NA,0,0,1.1,0.14826,0,0,2000-05-20,2023,NA,NA,NA,NA
"636","Travis Jones","BAL","DL","15863","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,1.03782,NA,NA,0,0,0.5,0.7413,0,0,1999-10-15,2022,NA,NA,NA,NA
"637","Jalyx Hunt","PHI","DL","16712","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.95,1.40847,NA,NA,0,0,1.8,0.29652,0,0,2001-03-13,2024,NA,NA,NA,NA
"638","Dayo Odeyingbo","CHI","DL","15386","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,1.26021,NA,NA,0,0,0.8,0.29652,0,0,1999-09-24,2021,NA,NA,NA,NA
"639","Mason Graham","CLE","DL","17121","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,0.444780000000001,NA,NA,0,0,1.85,1.70499,0,0,2003-09-02,2025,NA,NA,NA,NA
"640","Marcus Davenport","DET","DL","13688","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,1.11195,NA,NA,0,0,0.75,0.37065,0,0,1996-09-04,2018,NA,NA,NA,NA
"641","Uchenna Nwosu","SEA","DL","13704","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,0.37065,NA,NA,0,0,1.2,0.29652,0,0,1996-12-28,2018,"O","Knee",2025,0
"642","Alex Wright","CLE","DL","15864","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,2.81694,NA,NA,0,0,2,0,0,0,2000-09-05,2022,NA,NA,NA,NA
"643","Byron Murphy","SEA","DL","16689","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,1.77912,NA,NA,0,0,0.7,0.44478,0,0,2002-09-08,2024,NA,NA,NA,NA
"644","Marshawn Kneeland","DAL","DL","16699","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,3.78063,NA,NA,0,0,1.4,0.59304,0,0,2001-07-08,2024,NA,NA,NA,NA
"645","Zaire Franklin","IND","LB","13837","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,2.66868,NA,NA,1.2,0.29652,5.95,0.0741299999999997,0,0,1996-07-02,2018,"Q","Ankle",2025,0
"646","Foyesade Oluokun","JAC","LB","13813","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.55,6.74583,NA,NA,0.95,0.07413,6.35,0.51891,0.3,0,1995-08-02,2018,NA,NA,NA,NA
"647","Zack Baun","PHI","LB","14893","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,2.2239,NA,NA,2.35,2.00151,5.5,3.7065,0,0,1996-12-30,2020,"Q","Back",2025,0
"648","Jamien Sherwood","NYJ","LB","15428","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.05,2.89107,NA,NA,0,0,2.4,0.59304,0,0,2000-01-12,2021,NA,NA,NA,NA
"649","Jordyn Brooks","MIA","LB","14892","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.05,7.48713,NA,NA,0,0,3.95,0.0741300000000001,0,0,1997-10-21,2020,NA,NA,NA,NA
"650","Robert Spillane","NE","LB","13987","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.55,6.59757,NA,NA,1,0,5.1,0.14826,0,0,1995-12-14,2018,NA,NA,NA,NA
"651","Daiyan Henley","LAC","LB","16280","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.05,4.37367,NA,NA,0.7,1.03782,7.2,0.29652,0,0,1999-11-18,2023,NA,NA,NA,NA
"652","Bobby Okereke","NYG","LB","14218","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.55,5.11497,NA,NA,1,0,6.2,0.29652,0,0,1970-01-01,2019,NA,NA,NA,NA
"653","Ernest Jones","SEA","LB","15404","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.05,2.89107,NA,NA,1.15,0.22239,4.35,0.96369,0,0,1999-11-22,2021,NA,NA,NA,NA
"654","Alex Singleton","DEN","LB","14412","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,0.7413,NA,NA,1.05,1.55673,4,2.9652,0.4,0,1993-12-07,2015,NA,NA,NA,NA
"655","Ivan Pace","MIN","LB","16383","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,22.09074,NA,NA,1.45,0.66717,2.9,1.33434,0.8,0,2000-12-16,2023,NA,NA,NA,NA
"656","Nick Bolton","KC","LB","15355","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.55,3.78063,NA,NA,0.95,0.07413,5.55,2.29803,0,0,2000-03-10,2021,NA,NA,NA,NA
"657","Roquan Smith","BAL","LB","13696","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4,0.889560000000002,NA,NA,1.05,0.0741300000000001,4.65,0.51891,0,0,1997-04-08,2018,NA,NA,NA,NA
"658","T.J. Edwards","CHI","LB","14322","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.05,1.40847,NA,NA,1.55,0.81543,4.6,0.88956,0,0,NA,2019,NA,NA,NA,NA
"659","Bobby Wagner","WAS","LB","10775","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2.9652,NA,NA,0,0,2.85,0.22239,0,0,1990-06-27,2012,NA,NA,NA,NA
"660","Logan Wilson","CIN","LB","14928","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,1.92738,NA,NA,2.15,0.22239,5.7,1.03782,0,0,1996-07-08,2020,NA,NA,NA,NA
"661","Fred Warner","SF","LB","13743","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.65,0.518910000000002,NA,NA,2.05,0.0741300000000001,7.75,0.37065,0.6,0,1996-11-19,2018,NA,NA,NA,NA
"662","Kaden Elliss","ATL","LB","14303","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.65,0.518910000000002,NA,NA,1,0,2.75,1.11195,0,0,1970-01-01,2019,NA,NA,NA,NA
"663","Alex Anzalone","DET","LB","13268","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.05,2.89107,NA,NA,0,0,5.85,0.22239,0,0,1994-01-01,2017,NA,NA,NA,NA
"664","Dre Greenlaw","DEN","LB","14247","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,39.58542,NA,NA,0.5,0.7413,2.3,1.03782,0,0,1970-01-01,2019,"Q","Quadriceps",2025,0
"665","Quincy Williams","NYJ","LB","14221","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2,1.77912,NA,NA,0,0,5.45,0.81543,0,0,1970-01-01,2019,NA,NA,NA,NA
"666","Quay Walker","GB","LB","15846","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.15,9.11799,NA,NA,0,0,3.2,1.18608,0,0,2000-05-08,2022,"Q","Ankle",2025,0
"667","Azeez Al-Shaair","HOU","LB","14590","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.05,1.55673,NA,NA,0,0,3.55,0.66717,0,0,1997-08-04,2019,NA,NA,NA,NA
"668","Lavonte David","TB","LB","10768","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3,4.00302,NA,NA,0.85,0.22239,5.2,0.29652,0,0,1990-01-23,2012,NA,NA,NA,NA
"669","Edgerrin Cooper","GB","LB","16696","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55,11.04537,NA,NA,0.75,0.37065,3.75,1.85325,0,0,2001-11-17,2024,NA,NA,NA,NA
"670","Terrel Bernard","BUF","LB","15869","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85,9.11799,NA,NA,1.85,0.22239,3.65,0.51891,0,0,1999-05-07,2022,"Q","Hamstring",2025,0
"671","Christian Rozeboom","CAR","LB","15076","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.45,11.04537,NA,NA,0.55,0.81543,4.15,1.70499,0,0,1997-01-30,2020,NA,NA,NA,NA
"672","Nakobe Dean","PHI","LB","15821","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.05,20.83053,NA,NA,1.15,0.22239,2.55,2.29803,0,0,2000-12-13,2022,"O","Knee",2025,0
"673","Demario Davis","NO","LB","10816","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.05,8.96972999999999,NA,NA,0.45,0.66717,5.6,0.88956,0,0,1989-01-11,2012,NA,NA,NA,NA
"674","Devin Lloyd","JAC","LB","15822","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6,0.593039999999998,NA,NA,1.5,0.7413,6,0,0,0,1998-09-30,2022,NA,NA,NA,NA
"675","Carson Schwesinger","CLE","LB","17147","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55,11.04537,NA,NA,0,0,3.2,1.77912,0,0,2003-02-24,2025,NA,NA,NA,NA
"676","Tyrel Dodson","MIA","LB","14472","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.05,1.55673,NA,NA,2.45,2.14977,5.35,3.48411,0,0,1998-06-25,2019,NA,NA,NA,NA
"677","Jack Campbell","DET","LB","16239","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55,0.815429999999996,NA,NA,0,0,3.7,1.03782,0,0,2000-08-22,2023,NA,NA,NA,NA
"678","Tyrice Knight","SEA","LB","16722","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.15,7.19061,NA,NA,0,0,2.5,0.7413,0,0,2000-12-20,2024,"Q","Knee",2025,0
"679","Patrick Queen","PIT","LB","14896","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,1.33434,NA,NA,0.75,0.37065,6.4,0.59304,0,0,1999-08-13,2020,NA,NA,NA,NA
"680","Jaylon Carlies","IND","LB","16738","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.55,0.815429999999996,NA,NA,0.5,0.7413,3.45,0.66717,0,0,2001-09-13,2024,"Q","Ankle",2025,0
"681","Elandon Roberts","LVR","LB","12831","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,10.08168,NA,NA,0.35,0.51891,2.05,1.55673,0,0,1994-04-22,2016,NA,NA,NA,NA
"682","Blake Cashman","MIN","LB","14251","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.05,1.55673,NA,NA,0,0,4.95,0.0741299999999997,0,0,1970-01-01,2019,NA,NA,NA,NA
"683","Nate Landman","LAR","LB","16013","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.85,32.83959,NA,NA,0.5,0.7413,3.05,0.0741300000000001,0,0,1998-11-19,2022,"Q","Calf",2025,0
"684","Pete Werner","NO","LB","15387","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,7.11648,NA,NA,0.3,0.44478,1.65,0.96369,0,0,1999-06-05,2021,"Q","Concussion",2025,0
"685","Cody Barton","TEN","LB","14217","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55,0.667170000000004,NA,NA,1.6,0.88956,4.8,1.18608,0.7,0,NA,2019,NA,NA,NA,NA
"686","Jerome Baker","CLE","LB","13706","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.95,7.33887,NA,NA,0.5,0.7413,5.05,1.55673,0,0,1996-12-25,2018,NA,NA,NA,NA
"687","Micah McFadden","NYG","LB","15890","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8,2.66868,NA,NA,0.3,0.44478,2.6,0.88956,0,0,2000-01-03,2022,NA,NA,NA,NA
"688","Tremaine Edmunds","CHI","LB","13697","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.75,0.37065,NA,NA,1.75,1.11195,8.15,1.70499,0.6,0,1998-05-02,2018,NA,NA,NA,NA
"689","Christian Elliss","NE","LB","15681","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.05,14.90013,NA,NA,1.05,1.55673,5,4.4478,0,0,1999-01-02,2021,NA,NA,NA,NA
"690","Henry To'oTo'o","HOU","LB","16236","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,8.8956,NA,NA,1,0,2.6,0.88956,0,0,2001-01-05,2023,NA,NA,NA,NA
"691","Trevin Wallace","CAR","LB","16704","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,10.97124,NA,NA,0,0,2.55,0.81543,0,0,2003-02-22,2024,NA,NA,NA,NA
"692","Germaine Pratt","LVR","LB","14210","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.55,23.05443,NA,NA,1.25,0.37065,3.25,1.85325,0,0,1970-01-01,2019,NA,NA,NA,NA
"693","Kenneth Murray","DAL","LB","14889","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.55,9.71103,NA,NA,0.8,0.29652,2.75,1.11195,0,0,1998-11-16,2020,NA,NA,NA,NA
"694","Jack Sanborn","DAL","LB","15975","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,13.19514,NA,NA,0.55,0.81543,2.35,2.00151,0.5,0,2000-07-29,2022,NA,NA,NA,NA
"695","Frankie Luvu","WAS","LB","13952","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.55,3.78063,NA,NA,1.05,0.0741300000000001,6.05,0.0741299999999997,0,0,1970-01-01,2018,NA,NA,NA,NA
"696","Dorian Williams","BUF","LB","16284","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.35,19.79271,NA,NA,0,0,0.5,0.7413,0,0,2001-06-08,2023,NA,NA,NA,NA
"697","E.J. Speed","HOU","LB","14257","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.05,17.86533,NA,NA,0.35,0.51891,2.3,1.92738,0,0,NA,2019,NA,NA,NA,NA
"698","Payton Wilson","PIT","LB","16716","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8,9.19212,NA,NA,1.1,0.14826,2.25,0.37065,1.1,0,2000-04-21,2024,NA,NA,NA,NA
"699","Akeem Davis-Gaither","ARI","LB","14943","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,9.34038,NA,NA,1.05,0.0741300000000001,4,1.4826,0,0,1997-09-21,2020,NA,NA,NA,NA
"700","Cedric Gray","TEN","LB","16667","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.25,27.79875,NA,NA,0,0,1.5,2.2239,0,0,2002-10-30,2024,NA,NA,NA,NA
"701","Demetrius Knight","CIN","LB","17125","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.05,0.0741300000000011,NA,NA,0.25,0.37065,3.1,1.63086,0,0,2000-01-04,2025,NA,NA,NA,NA
"702","Drue Tranquill","KC","LB","14235","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.4826,NA,NA,0,0,1.4,0.59304,0,0,1970-01-01,2019,"Q","Back",2025,0
"703","Nick Martin","SF","LB","17159","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.95,1.55673,NA,NA,0.75,0.37065,3,1.4826,0,0,2002-10-13,2025,NA,NA,NA,NA
"704","Divine Deablo","ATL","LB","15396","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.95,3.03933,NA,NA,0.5,0.7413,2.55,0.81543,0,0,1998-08-17,2021,NA,NA,NA,NA
"705","Devin White","LVR","LB","14168","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25.9455,NA,NA,0,0,1,1.4826,0,0,1970-01-01,2019,NA,NA,NA,NA
"706","Omar Speights","LAR","LB","16870","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.95,1.40847,NA,NA,0,0,2.5,0.7413,0,0,2001-03-02,2024,NA,NA,NA,NA
"707","Matt Milano","BUF","LB","13307","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,12.89862,NA,NA,0.7,0.44478,2.05,0.0741300000000001,0,0,NA,2017,NA,NA,NA,NA
"708","Jahlani Tavai","NE","LB","14200","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,10.08168,NA,NA,0.65,0.51891,3.35,0.96369,0,0,NA,2019,NA,NA,NA,NA
